Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
evcache,EVCache,EVCache is a distributed in-memory data store based on Memcached.,Key/Value,,Shared-Nothing,https://github.com/Netflix/EVCache,https://github.com/Netflix/EVCache,https://github.com/Netflix/evcache/wiki,Netflix,US,2012,,Open Source,,,,Apache v2,,Key-value,Y,Netflix/EVCache,Netflix,EVCache,Y
eventql,EventQL,"EventQL is a distributed, column-oriented database built for large-scale event collection and analytics.",Relational,SQL,Shared-Nothing,http://eventql.io/,https://github.com/eventql/eventql,https://eventql.io/documentation/,DeepCortex GmbH,"DE,NL",2014,2017,"Commercial,Open Source",C++,,,AGPL v3,,Relational,Y,eventql/eventql,eventql,eventql,Y
event-store,Event Store,"Event Store is an open-source, functional database designed for complex event processing workloads.",,,,https://eventstore.org/,https://github.com/EventStore/EventStore,https://eventstore.org/docs,Event Store LLP,GB,2012,,"Commercial,Open Source","C#,C++,JavaScript",,,BSD,Windows,,Y,EventStore/EventStore,EventStore,EventStore,Y
evitadb,evitaDB,evitaDB is a DBMS designed specifically for online storefront and catalog applications.,Document / XML,"Custom API,GraphQL,HTTP / REST,RPC","Shared-Everything,Embedded",https://evitadb.io,https://github.com/FgForrest/evitaDB/,https://evitadb.io/documentation/,"FG Forrest, a.s.",CZ,2020,,"Commercial,Open Source",Java,"C#,Java",,Business Source License,"All OS with Java VM,Hosted",Document,Y,FgForrest/evitaDB,FgForrest,evitaDB,Y
exist-db,eXist-db,eXist-db is an open-source XML DBMS.,Document / XML,XQuery,,http://exist-db.org/,https://github.com/eXist-db/exist,https://github.com/eXist-db/exist/wiki,eXist Solutions GmbH,DE,2000,,"Commercial,Open Source",Java,,,LGPL v2,,Document,Y,eXist-db/exist,eXist-db,exist,Y
extensible-storage-engine,Extensible Storage Engine,"Extensible Storage Engine (ESE) is an embedded key-value ISAM DBMS used in various Microsoft products. This system is sometimes referred to as ""JET Blue"".",Key/Value,Custom API,Embedded,https://docs.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine,https://github.com/microsoft/Extensible-Storage-Engine,https://docs.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine-reference,Microsoft,US,1994,,"Commercial,Open Source",C++,"C,C++",,MIT,Windows,Key-value,Y,microsoft/Extensible-Storage-Engine,microsoft,Extensible-Storage-Engine,Y
eyedb,EyeDB,EyeDB is an object-oriented DBMS written for Java and C++ applications.,Object-Oriented,Custom API,,http://www.eyedb.org/,http://sourceforge.net/projects/eyedb,http://www.eyedb.org/documentation/,Genethon Laboratories,FR,1992,2014,"Academic,Open Source",C++,"C++,Java",,LGPL v2,,Object oriented,,,,,Y
eyros,eyros,eyros is a multi-dimensional interval DBMS designed for geospatial and time-series databases.,Array / Matrix,Custom API,Embedded,https://github.com/peermaps/eyros,https://github.com/peermaps/eyros,,bits.coop,US,2018,,Open Source,Rust,Rust,,Parity Public License,,Array,Y,peermaps/eyros,peermaps,eyros,Y
falcon,Falcon,Falcon was a transactional storage engine being developed for the MySQL relational database management system.,,,,,http://mysql.bkbits.net:8080/mysql-5.2-falcon,http://download.nust.na/pub6/mysql/tech-resources/articles/falcon-in-depth.html,Sun Microsystems,US,2006,2010,"Commercial,Open Source",,,,,,,,,,,Y
falkordb,FalkorDB,FalkorDB is a property graph DBMS that runs on top of Redis. It uses GraphBLAS for its sparse adjacency matrix graph representation.,Graph,Custom API,Shared-Everything,https://www.falkordb.com/,https://github.com/falkordb/falkordb,https://docs.falkordb.com,FalkorDB Inc.,IL,2023,,"Commercial,Open Source",C,,,Server Side Public License,"Hosted,Linux",Graph,Y,falkordb/falkordb,falkordb,falkordb,Y
fallen-8,Fallen-8,Fallen-8 is an in-memory graph DBMS implemented in C#.,Graph,HTTP / REST,,http://www.fallen-8.com/,https://github.com/cosh/fallen-8,,Henning Rauch,DE,2011,,"Hobby,Open Source",C#,,,MIT,,Graph,Y,cosh/fallen-8,cosh,fallen-8,Y
fastdb,FastDB,,Relational,,Shared-Everything,http://www.garret.ru/fastdb.html,https://sourceforge.net/projects/fastdb/,http://www.garret.ru/fastdb/FastDB.htm,Konstantin Knizhnik,RU,2011,,Open Source,C++,,,,"BSD,Linux,Solaris,Windows",Relational,,,,,Y
faster,FASTER,FASTER is a embedded transactional key-value storage manager from Microsoft.,Key/Value,Custom API,Embedded,https://aka.ms/FASTER,https://github.com/microsoft/FASTER/,https://microsoft.github.io/FASTER/docs/quick-start-guide/,Microsoft,US,2018,,"Commercial,Open Source","C#,C++","C#,C++",,MIT,,Key-value,Y,microsoft/FASTER,microsoft,FASTER,Y
featurebase,FeatureBase,"FeatureBase is a relational DBMS designed for automated featured extraction for analytical workloads. Feature extraction and storage technology enables real-time analytics and AI initiatives, making model-ready data instantly accessible, without the need to copy or pre-process data. FeatureBase leaves data at its source and continuously extracts and updates only features in real time. FeatureBase supports clustering, record deletion, time-to-live (TTL) expiration and SQL functionality. FeatureBase is available as a cloud SaaS product or as a locally-managed database.",Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://www.featurebase.com/,https://github.com/featurebasedb/featurebase,https://docs.featurebase.com/,Molecula,US,2017,,Open Source,Go,"Python,SQL",,Apache v2,"Hosted,Linux",Relational,Y,featurebasedb/featurebase,featurebasedb,featurebase,Y
featureform,FeatureForm,Embeddinghub is a vector DBMS designed for performing nearest neighbor searches.,Vector,Custom API,Shared-Everything,https://www.featureform.com/,https://github.com/featureform/embeddinghub,https://docs.featureform.com/,Featureform,US,2020,,"Commercial,Open Source",Go,,,Mozilla Public License,,Vector,Y,featureform/embeddinghub,featureform,embeddinghub,Y
ferretdb,FerretDB,FerretDB is a document-oriented query middleware on top of PostgreSQL.,Document / XML,Custom API,Shared-Everything,https://www.ferretdb.io/,https://github.com/FerretDB/FerretDB,,FerretDB Inc.,US,2021,,Open Source,Go,,PostgreSQL,,,Document,Y,FerretDB/FerretDB,FerretDB,FerretDB,Y
filedb-dotnet,FileDb,"FileDb was a embedded relational DBMS for for .NET, Silverlight, and Windows Phone applications.",Relational,"Custom API,SQL",Embedded,http://www.eztools-software.com/tools/filedb/,https://github.com/eztools-software/FileDb,,EzTools Software,AU,2011,2019,"Commercial,Open Source",C#,C#,,Mozilla Public License,"Android,iOS,Windows",Relational,Y,eztools-software/FileDb,eztools-software,FileDb,Y
filedb,FileDB,"FileDB is a lightweight C# library to store, retrieve, and delete named blobs using a single archive file as a container on disk.",Key/Value,Custom API,Embedded,https://github.com/mbdavid/FileDB,https://github.com/mbdavid/FileDB,,Mauricio David,BR,2010,2015,"Hobby,Open Source",C#,,,MIT,Windows,Key-value,Y,mbdavid/FileDB,mbdavid,FileDB,Y
filodb,FiloDB,"FiloDB is an open-source distributed, versioned, and columnar analytical database designed for modern streaming workloads.",,PromQL,,https://github.com/tuplejump/FiloDB,https://github.com/filodb/FiloDB,https://github.com/filodb/FiloDB/blob/master/README.md,Evan Chan,US,2015,,Open Source,Scala,,,Apache v2,,,Y,filodb/FiloDB,filodb,FiloDB,Y
finedb,FineDB,"FineDB is a multi-threaded NoSQL DBMS written in C, founded by Amaury Bouchard in 2013. It is based on Nanomsg and LMDB (Lightning Memory-Mapped Database) and is currently open-sourced and available on Github. It handles all basic queries. It uses LMDB as its internal storage manager, so all detailed information on the storage model can be found on LMDB's page. The way that the database is set up is that there are three main threads to handle the connections, writing and communication between the threads. For the communication between the threads, there are two nanomsg communication streams that have fanin and fanout streams. With these streams and threads, the DBMS connects to the LMDB storage model.",Key/Value,Custom API,Shared-Everything,http://www.finedb.org/,http://github.com/Amaury/FineDB,http://www.finedb.org/page/show/1/protocol,Amaury Bouchard,FR,2013,2013,"Hobby,Open Source",C,,LMDB,Apache v2,,Key-value,,,,,Y
firebird,Firebird,"Firebird is a free, open-source, SQL relational database management system based on the open source edition of InterBase released by Borland Software Corp, formerly known as Inprise Corp. Developed in C and C++, Firebird supports major hardware and software platforms including Windows, Linux, and Mac OS X. Firebird offers many ANSI SQL standard features, allows simultaneous OLTP and OLAP operations through its multi-generational architecture, and supports stored procedures and triggers.",Relational,"Custom API,SQL,Stored Procedures,Command-line / Shell",Shared-Everything,http://www.firebirdsql.org/,https://github.com/FirebirdSQL/firebird,http://firebirdsql.org/en/firebird-rdbms/,Borland,US,2000,,Open Source,"C,C++","C,C++,Delphi,Java,Perl,PHP,Python",,Mozilla Public License,"Linux,OS X,Solaris,Windows",Relational,Y,FirebirdSQL/firebird,FirebirdSQL,firebird,Y
fireproof,Fireproof,Fireproof is an embedded document-oriented database based on CRDTs and IPFS. It is designed for Javascript applications.,Document / XML,Custom API,Shared-Everything,https://fireproof.storage/,https://github.com/fireproof-storage/fireproof,https://use-fireproof.com/docs/welcome/,Fireproof Storage Inc.,GB,2022,,"Commercial,Open Source",JavaScript,JavaScript,,Apache v2,,Document,Y,fireproof-storage/fireproof,fireproof-storage,fireproof,Y
flashdb,FlashDB,FlashDB is an embedded key-value DBMS.,Key/Value,Custom API,Embedded,https://armink.github.io/FlashDB/,https://github.com/armink/FlashDB,https://armink.github.io/FlashDB/#/README,Armink,CN,2020,,"Hobby,Open Source",C,,,Apache v2,,Key-value,Y,armink/FlashDB,armink,FlashDB,Y
fleetdb,FleetDB,"FleetDB is an in-memory, document-oriented DBMS.",Document / XML,Custom API,,http://fleetdb.org/,https://github.com/mmcgrana/fleetdb,http://fleetdb.org/docs/introduction.html,Mark McGranaghan,US,2009,2014,"Academic,Open Source",Clojure,,,MIT,,Document,Y,mmcgrana/fleetdb,mmcgrana,fleetdb,Y
flockdb,FlockDB,"FlockDB was a distributed, fault-tolerant graph database.",Graph,,,https://github.com/twitter/flockdb,https://github.com/twitter-archive/flockdb,,Twitter,US,2010,2017,Open Source,Scala,,,Apache v2,,Graph,Y,twitter-archive/flockdb,twitter-archive,flockdb,Y
fluree,Fluree,Fluree is a ledger-backed semantic graph database with a cloud-native architecture.,"Relational,Document / XML,Graph,Triplestore / RDF","Custom API,SQL,GraphQL,SPARQL,HTTP / REST",,https://flur.ee/,https://github.com/fluree/db,https://docs.flur.ee/,"Fluree, PBC",US,2017,,"Commercial,Open Source",Clojure,"Clojure,JavaScript",,AGPL v3,All OS with Java VM,"Relational,Document,Graph,RDF",Y,fluree/db,fluree,db,Y
fongo,Fongo,"Fongo (""Fake Mongo"") is a in-memory re-implementation of MongoDB written in Java. The goal of the project is to use it for lightweight unit testing and not production databases.",Document / XML,Custom API,Shared-Everything,https://github.com/fakemongo/fongo,https://github.com/fakemongo/fongo,,Foursquare,US,2012,,Open Source,Java,,,Apache v2,,Document,Y,fakemongo/fongo,fakemongo,fongo,Y
forestdb,ForestDB,ForestDB is a single-node key-value storage engine Couchbase server. It addresses the performance issue on current B+ tree and LSM-tree indexing on variable length strings. ForestDB uses an in-memory log structured write buffer index and an on-disk HB+-trie as indexing. HB+-trie splits keys into chunks and stored in normal B+ tree nodes to guide the traffic. The write buffer index stores the disk locations of records not in HB+-trie and the log-structure of write buffer index reduces disk I/O.,Key/Value,Custom API,Embedded,https://github.com/couchbaselabs/forestdb,https://github.com/couchbase/forestdb,https://github.com/couchbase/forestdb/wiki,"Couchbase, Inc.",US,2013,,Open Source,C++,"C++,Go,Java,Objective-C,Python",,Apache v2,"Android,iOS,Linux,OS X,Windows",Key-value,Y,couchbase/forestdb,couchbase,forestdb,Y
foundationdb,FoundationDB,"FoundationDB is a distributed non-relational database that supports ACID transactions and OLTP workloads. FoundationDB decouples its data storage technology from its data model. All data is stored as an ordered key-value data structure and can be remapped to custom data models or indexes by using user-written layer module API. FoundationDB doesn’t have any separate query language, it only exposes API to access data. FoundationDB was famous for having rigorous and thorough testing of their fault tolerance. They built their own [deterministic testing] (https://www.youtube.com/watch?v=4fFDFbi3toc) while developing their system to make sure their system implementation behaves correctly. The simulation was built to model real-life scenarios, such as a combination of transaction executions while having network failure, database configuration change, and human operator errors.",Key/Value,Custom API,Shared-Nothing,https://www.foundationdb.org/,https://github.com/apple/foundationdb/,https://apple.github.io/foundationdb/index.html,FoundationDB,US,2009,,Open Source,C++,,SQLite,Apache v2,,Key-value,Y,apple/foundationdb,apple,foundationdb,Y
framerd,FramerD,"FramerD is a distributed object-oriented DBMS designed to support the maintenance of knowledge bases. FramerD is optimized for pointer-intensive data structures used by semantic networks, frame systems, and intelligent agent applications.",Object-Oriented,Custom API,,http://www.framerd.org,https://sourceforge.net/projects/framerd/,http://www.framerd.org/docs/,MIT Media Lab,US,1996,2005,"Academic,Open Source",C,,,GPL v2,"Linux,OS X,Windows",Object oriented,,,,,Y
frostdb,FrostDB,FrostDB is an embedded columnar DBMS written in Go designed for observability time-series data sets.,Column Family / Wide-Column,Custom API,Embedded,https://github.com/polarsignals/frostdb,https://github.com/polarsignals/frostdb,,Polar Signals,US,2022,,Open Source,Go,Go,,Apache v2,,Wide column,Y,polarsignals/frostdb,polarsignals,frostdb,Y
fueldb,FuelDB,FuelDB is a real-time document-oriented database management system designed to run Node.js.,Document / XML,,,https://wonderfuel.io/fueldb/,https://github.com/unnamed38/fueldb,http://wonderfuel.io/fueldb/reference.php,Joris Basiglio,FR,2014,,Open Source,Java,JavaScript,,MIT,Linux,Document,Y,unnamed38/fueldb,unnamed38,fueldb,Y
gadfly,Gadfly,"Gadfly is a relational database management system written using Python modules and optional Python/C extension modules as its underlying engine. Gadfly stores the active database in memory, with recovery logging to a file system.",Relational,,,http://gadfly.sourceforge.net/,https://sourceforge.net/projects/gadfly/,http://gadfly.sourceforge.net/faq.html,Aaron Watters,US,1994,2013,Open Source,Python,,,Python License,,Relational,,,,,Y
gaffer,Gaffer,Gaffer is a ER database written in Java.,Entity-Relationship,HTTP / REST,,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,,Government Communications Headquarters,GB,2016,,Open Source,Java,,,Apache v2,All OS with Java VM,Graph,Y,gchq/Gaffer,gchq,Gaffer,Y
gaia,Gaia,Gaia is an in-memory DBMS designed for embedded devices.,Object-Oriented,Custom API,Embedded,https://www.gaiaplatform.io,https://github.com/gaia-platform/GaiaPlatform,https://gaia-platform.github.io/gaia-platform-docs.io/,GAIA,US,2020,2022,"Commercial,Open Source",C++,"C,C++",RocksDB,MIT,,Object oriented,Y,gaia-platform/GaiaPlatform,gaia-platform,GaiaPlatform,Y
garnet,Garnet,Garnet is a Redis-compatible key-value store cache developed by Microsoft Research.,Key/Value,Custom API,Shared-Everything,https://microsoft.github.io/garnet/,https://github.com/microsoft/garnet,https://microsoft.github.io/garnet/docs,Microsoft,US,2021,,"Industrial Research,Open Source",C#,C#,,MIT,"Linux,Windows",Key-value,Y,microsoft/garnet,microsoft,garnet,Y
