Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Twitter,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Wikipedia,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name
nebula-graph,Nebula Graph,Nebula Graph is an open source distributed graph database system developed by VEsoft Inc. The goal of Nebula Graph is to serve as a graph database solution that is for both OLTP (Online Transaction Processing) and OLAP (Online Analytical Processing) business scenarios.,Graph,Custom API,Shared-Nothing,https://nebula-graph.io/,https://github.com/vesoft-inc/nebula,https://docs.nebula-graph.io/,VEsoft inc.,CN,2018.0,,Open Source,C++,,,Apache v2,Linux,@NebulaGraph,,,Custom,Consistent,Multi-version Concurrency Control (MVCC),Not Supported,,,,,,,,,,,,,,,,,
nedb,NeDB,"NeDB is a lightweight embedded document DBMS written in JavaScript. It supports Node.js, nw.js, Electron, and web browser environments. It is designed to be partially compatible with MongoDB's JSON-based query API. NeDB is useful for storing small amounts of data in memory. When the amount of data exceeds the bounds of what NeDB can hold effectively, switching to MongoDB is intended to be straightforward because it uses the same API.",Document / XML,Custom API,Embedded,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb/wiki,Louis Chatriot,FR,2013.0,,Open Source,JavaScript,,,MIT,,,,In-Memory,,Not Supported,Not Supported,Not Supported,AVL-Tree,Not Supported,Not Supported,Not Supported,,,Not Supported,,,,Heaps,,,,,,
neo,NEO,"NEO (""Nexedi Enterprise Object"") is a distributed NoSQL DBMS that implements the ZODB API.",Document / XML,Custom API,Shared-Nothing,https://neo.nexedi.com/,https://lab.nexedi.com/nexedi/neoppod,,Nexedi,FR,2005.0,,"Commercial,Open Source",Python,,,GPL v3,Linux,,,,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
neo4j,Neo4j,Neo4j is a graph database that leverages data relationships as first-class entities. It provides ACID Transactions with online backups and high availability.,Graph,Cypher,Shared-Nothing,https://neo4j.com/,https://github.com/neo4j/neo4j,https://neo4j.com/docs/,"Neo Technology, Inc.",SE,2007.0,,"Commercial,Open Source","Java,Scala",,,"AGPL v3,GPL v3","All OS with Java VM,Linux,Windows",@neo4j,,Disk-oriented,Custom,Non-Blocking,Two-Phase Locking (Deadlock Detection),Supported,"B+Tree,Inverted Index (Full Text)","Read Committed,Serializable",Hash Join,Logical Logging,"Code Generation,JIT Compilation",Tuple-at-a-Time Model,Supported,Not Supported,,https://en.wikipedia.org/wiki/Neo4j,,,,,,,
neodatis-odb,NeoDatis ODB,NeoDatis ODB is a simple object-oriented DBMS.,Object-Oriented,Custom API,,http://neodatis.wikidot.com,https://sourceforge.net/projects/neodatis-odb/,https://sourceforge.net/projects/neodatis-odb/files/,NeoDatis,BR,2006.0,,Open Source,Java,,,GPL v2,All OS with Java VM,@neodatis,,,,,,,,,,,,,,,,,,,,,,,
neon,Neon,Neon is a serverless relational DBMS based on a PostgreSQL.,Object-Relational,,Shared-Disk,https://neon.tech/,https://github.com/neondatabase/neon,https://neon.tech/docs/,Neon,US,2021.0,,"Commercial,Open Source","C,Rust",,,Apache v2,"Hosted,Linux",@neondatabase,,Disk-oriented,N-ary Storage Model (Row/Record),,Multi-version Concurrency Control (MVCC),Supported,B+Tree,,,,,,,,,,Heaps,,,,,,
nessdb,nessDB,"nessDB is an embedded key-value DBMS written in ANSI C with BSD license. It does not require any external dependencies and works in most POSIX systems. As for storage engine, nessDB used LSM-tree (Log-Structured Merge Tree) in v1.8, B-epsilon-tree in v2.0. nessDB also used fractional cascading to speed up the query.",Key/Value,Custom API,Embedded,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB/wiki,Bohu Tang,CN,2011.0,,Open Source,C,,,BSD,"BSD,Linux",,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Not Supported,Not Supported,Not Supported,Log-Structured Merge Tree,Not Supported,Not Supported,,,Tuple-at-a-Time Model,Not Supported,Not Supported,,,Heaps,,,,,,
nitrite,Nitrite,"Nitrite is a NoSQL embedded document store written in Java. The name is derived from,NO,sql,O,bject (NO2 is the chemical notation of ""nitrite""). It supports both in-memory and file-based storage using the H2 database.",Document / XML,Custom API,Embedded,https://www.dizitart.org/nitrite-database.html,https://github.com/dizitart/nitrite-database,https://www.dizitart.org/nitrite-database/,Anindya Chatterjee,IN,2017.0,,Open Source,Java,,,Apache v2,,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,,,,,,,,,
noisepage,NoisePage,"NoisePage is an in-memory relational DBMS designed to support self-driving (i.e., autonomous) operation. It is developed by the,Carnegie Mellon Database Group,.",Relational,SQL,Shared-Everything,https://noise.page/,https://github.com/cmu-db/noisepage,https://github.com/cmu-db/noisepage/tree/master/docs,Carnegie Mellon University,US,2018.0,,"Academic,Open Source",C++,,,MIT,"Linux,OS X",@NoisePageDB,,In-Memory,Decomposition Storage Model (Columnar),,"Multi-version Concurrency Control (MVCC),Optimistic Concurrency Control (OCC)",,"B+Tree,Hash Table",Snapshot Isolation,"Hash Join,Index Nested Loop Join",Physiological Logging,"Code Generation,JIT Compilation,Stored Procedure Compilation",Vectorized Model,Supported,,,,Heaps,,,,,,
noms,Noms,Noms is a decentralized DBMS that follows the same philosophy of the Git version control system.,Document / XML,,,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms/blob/master/doc/intro.md,Attic Labs,US,2015.0,,Open Source,Go,,,Apache v2,,@nomsdb,,,,,,,,,,,,,,,,,,,,,,,
nosdb,NosDB,NosDB is an NoSQL DBMS for .NET applications.,Document / XML,"Custom API,HTTP / REST",,http://www.alachisoft.com/nosdb/,https://github.com/Alachisoft/NosDB,https://www.alachisoft.com/resources/docs/#nosdb,Alachisoft,US,2016.0,,"Commercial,Open Source",C#,,,Apache v2,,@NosDb,,,,,,,,,,,,,,,,,,,,,,,
nucliadb,NucliaDB,NucliaDB is a vector database.,Array / Matrix / Vector,"Custom API,HTTP / REST",,https://nuclia.com,https://github.com/nuclia/nucliadb,https://docs.nuclia.dev,Bosutech XXI S.L.,ES,2021.0,,"Commercial,Open Source","Python,Rust",,,AGPL v3,,@nucliaAI,,,,,,,Inverted Index (Full Text),,,,,,,,,,,,,,,,
nudb,NuDB,NuDB is an append-only key/value DBMS written in C++11 as a single header file. It is designed to operate efficiently on SSD devices.,Key/Value,Custom API,Embedded,https://github.com/vinniefalco/NuDB,https://github.com/vinniefalco/NuDB,http://vinniefalco.github.io/nudb/,Vinnie Falco,US,2016.0,,Open Source,C++,,,Boost Software License,,,,,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
nutsdb,NutsDB,"NutsDB is a transactional key/value store database written in Go. All transactions executed in NutsDB are fully serializable. Transactions are categorized into types based on their level of access. In other words, there are read-only and read-write transactions. Multiple read-only transactions are allowed at the same time, and they could, of course, read values from a bucket using a key or traverse the buckets to find a range of key-value pairs. However, only one read-write transaction is allowed at the same time and it could read, update and delete from the data storage. The DBMS supports different data structures, such as list, set and sorted set.",Key/Value,Custom API,,https://xujiajun.cn/nutsdb/,https://github.com/xujiajun/nutsdb,https://xujiajun.cn/nutsdb/,Jiajun Xu,CN,2018.0,,Open Source,Go,,,Apache v2,"Linux,OS X,Windows",,,Hybrid,Custom,,,,B+Tree,Serializable,,Logical Logging,,,,Virtual Views,,,Log-structured,,,,,,
objectbox,ObjectBox,"ObjectBox is an object-oriented DBMS library built for IoT and mobile devices. ObjectBox supports several programming languages (Java, C/C++, Go, Swift, Kotlin, and Python) and runs on multiple platforms (Linux, Windows, Mac/iOS, and Android). ObjectBox stores objects directly, instead of storing data in relational DBs and accessing them through an ORM layer. It has full ACID compatibility, provides transaction semantics, and uses MVCC for concurrency control.",Object-Oriented,Custom API,Embedded,https://objectbox.io/,https://github.com/objectbox/,https://objectbox.io/documentation/,ObjectBox Limited,DE,2016.0,,"Commercial,Open Source","C,C++,Go,Java,Python,Swift",,,Apache v2,"All OS with Java VM,Android,iOS,Linux,OS X,Windows",@ObjectBox.io,,Hybrid,Custom,,Multi-version Concurrency Control (MVCC),Supported,B+Tree,"Read Committed,Snapshot Isolation",Index Nested Loop Join,,Not Supported,,Not Supported,Not Supported,,,Copy-on-Write / Shadow Paging,,,,,,
oceanbase,OceanBase,OceanBase is an open source distributed relational DBMS which is fully compatible with MySQL. It handles HTAP mixed loads with one set of computing engines at the same time.,Relational,SQL,Shared-Nothing,https://oceanbase.com/,https://github.com/oceanbase/oceanbase,https://www.oceanbase.com/en/docs/,OceanBase,CN,2010.0,,"Commercial,Open Source",C++,,,Mulan PubL v2,"Hosted,Linux",@LearnOceanBase,"Dictionary Encoding,Delta Encoding,Run-Length Encoding,Prefix Compression",Disk-oriented,"N-ary Storage Model (Row/Record),Hybrid","Non-Blocking,Consistent",Multi-version Concurrency Control (MVCC),Supported,B+Tree,"Read Committed,Serializable,Snapshot Isolation","Nested Loop Join,Hash Join,Sort-Merge Join,Index Nested Loop Join",Physiological Logging,Code Generation,Tuple-at-a-Time Model,Supported,Materialized Views,,,Heaps,,,,,,
ocelot,Ocelot,Ocelot was a short-lived relational DBMS project from Canada. It was written for Windows using mostly x86 assembly.,Relational,SQL,,http://ocelot.ca/source.htm,https://sourceforge.net/projects/ocelot/,,Ocelot Computer Services Inc.,CA,2001.0,,Open Source,Assembly,,,"GPL v2,Mozilla Public License",Windows,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
odaba,ODABA,ODABA is an object-oriented DBMS that supports a persistent programming language.,Object-Oriented,"Custom API,HTTP / REST",,http://www.odaba.com,https://sourceforge.net/projects/odaba/,http://www.odaba.com/content/documentation/,RUN Software,DE,1994.0,,"Commercial,Open Source",C++,"C#,C++",,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
olegdb,OlegDB,"OlegDB is a free, open-source, NoSQL (Key-Value) DBMS. It was primarily written in C, with a Go frontend layer, and is compatible with any POSIX compliant operating system. The user communicates with OlegDB using a simple REST API. They are also encouraged to adapt the system to their needs through several well-documented toggleable parameters.",Key/Value,HTTP / REST,Shared-Everything,http://olegdb.org,https://github.com/infoforcefeed/OlegDB,http://olegdb.org/docs/0.1.6/en/documentation.html,"Quinlan Pfiffer, Kyle Terry",US,2014.0,,"Commercial,Open Source","C,Go",,,MIT,"AIX,BSD,Linux,OS X,Solaris,UnixWare,VxWorks",@oleg_dbooks,Dictionary Encoding,Disk-oriented,,,Not Supported,,,,Not Supported,Logical Logging,,,,,,,,,,,,,
openmldb,OpenMLDB,OpenMLDB is a relational DBMS that purports to better support ML applications.,Relational,"SQL,HTTP / REST",,https://github.com/4paradigm/OpenMLDB,https://github.com/4paradigm/OpenMLDB,,4Paradigm,CN,2017.0,,Open Source,C++,,,Apache v2,Linux,,,,,,,,,,,,JIT Compilation,,,,,,,,,,,,
openqm,OpenQM,OpenQM is an open-source multi-value database management system.,Multi-Value,,,http://www.openqm.com/,,http://downloads.openqm.com/help/index.html,Ladybridge Systems,GB,1993.0,,"Commercial,Open Source",,,,"GPL v2,Proprietary","AIX,BSD,Linux,Solaris,Windows",,,,,,,,,,,,,,,,,,,,,,,,
opentsdb,OpenTSDB,"OpenTSDB is a distributed Time Series Database (TSDB) based on,HBase,. OpenTSDB was written by Benoit Sigoure to collect, store and display metrics of various computer systems (network gears, operating systems, applications), and generate readable data graphs easily. The developer claims that OpenTSDB is the first open-source monitoring system built on an open-source distributed database. OpenTSDB is written in Java.",Key/Value,"Custom API,HTTP / REST,Command-line / Shell",Shared-Disk,http://opentsdb.net/,https://github.com/OpenTSDB/opentsdb,http://opentsdb.net/docs/build/html/index.html,,US,2010.0,,Open Source,Java,,,LGPL v2,,@OpenTSDB,"Naïve (Page-Level),Naïve (Record-Level)",Disk-oriented,N-ary Storage Model (Row/Record),,Timestamp Ordering,,,"Read Uncommitted,Read Committed",,,,,,,,,,,Intra-Operator (Horizontal),,,,
oracle-nosql,Oracle NoSQL,Oracle NoSQL Database (OND) is a distributed key-value DBMS. It use Berkeley DB (Java Edition) as its underlying storage manager on each node.,Key/Value,Custom API,Shared-Nothing,http://www.oracle.com/technetwork/products/nosqldb/,,,Oracle,US,2011.0,,"Commercial,Open Source",Java,,,"Apache v2,Proprietary",,@OracleNoSQL,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,Not Supported,,Not Supported,,,,,,Heaps,,,,,,
orbitdb,OrbitDB,"Conflict-free Replicated Data Types (CRDTs) are data structures whose network replicas can be updated concurrently and independently without replicas coordinating, with the guarantee that all inconsistencies can be resolved. OrbitDB utilizes CRDTs for conflict-free database merges and a decentralized peer-to-peer protocol for storage.","Key/Value,Document / XML",Custom API,Shared-Nothing,https://orbitdb.org/,https://github.com/orbitdb/orbit-db,https://github.com/orbitdb/field-manual,Haja Networks,DE,2015.0,,Open Source,JavaScript,JavaScript,,MIT,"Linux,OS X",@orbit_db,,,Custom,Not Supported,Not Supported,Not Supported,Hash Table,Not Supported,Not Supported,Not Supported,Not Supported,,Not Supported,Not Supported,,,,,,,,,
orientdb,OrientDB,"OrientDB is a multi-model NoSQL DBMS that supports of graph, documents, key-value, and object-oriented storage. Instead of just implementing another layer with an API, OrientDB integrates those models. It also supports both disk-oriented and in-memory storages. Moreover, OrientDB supports SQL syntax with few differences from standard SQL and extends SQL syntax to support graph concepts. It is also an ACID compliant DBMS and able to handle transactional workloads. OrientDB supports a multi-master distributed architecture.","Key/Value,Document / XML,Graph,Object-Oriented","SQL,Stored Procedures,GraphQL,Gremlin,HTTP / REST",Shared-Nothing,https://orientdb.org/,https://github.com/orientechnologies/orientdb,https://orientdb.org/docs/,OrientDB LTD,GB,2010.0,,"Commercial,Open Source",Java,"C,C#,C++,Clojure,Elixir,Go,Groovy,Java,JavaScript,Perl,PHP,Python,Ruby,Scala",,Apache v2,All OS with Java VM,@OrientDB,Naïve (Record-Level),Hybrid,N-ary Storage Model (Row/Record),Consistent,Multi-version Concurrency Control (MVCC),,"B+Tree,Hash Table,Inverted Index (Full Text)","Read Committed,Repeatable Read",Not Supported,Physical Logging,JIT Compilation,"Tuple-at-a-Time Model,Vectorized Model",Supported,Materialized Views,,,Heaps,,,,,,
origodb,OrigoDB,"OrigoDB is an in-memory event-sourced database engine for NET/Mono environments. It allows users to design custom data models to fit their needs. It is not optimized for performance, and prioritizes simplified commands over performance in some cases.","Relational,Key/Value,Document / XML,Graph,Object-Oriented",Custom API,Shared-Nothing,http://origodb.com/,https://github.com/DevrexLabs/OrigoDB,http://origodb.com/docs/,Devrex Labs,SE,2011.0,,"Commercial,Open Source",C#,,,MIT,Windows,,,In-Memory,,Not Supported,Multi-version Concurrency Control (MVCC),,"Hash Table,Red-Black Tree",Serializable,Not Supported,Command Logging,,,Not Supported,,,,,,,,,,
paldb,PalDB,PalDB is an embedded key/value store DBMS written in Java that supports write-only semantics.,Key/Value,Custom API,,https://github.com/linkedin/PalDB,https://github.com/linkedin/PalDB,,LinkedIn,US,2015.0,,Open Source,Java,,,Apache v2,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
paper,Paper,Paper is an embedded object-oriented storage engine on Android with automatic schema migration support. It is designed for Java and Kotlin to quickly manage object storage without using SQL-like queries.,"Key/Value,Object-Oriented",Custom API,Embedded,https://github.com/pilgr/Paper,https://github.com/pilgr/Paper,,Aleksey Masny,SE,2015.0,,Open Source,Java,Java,,Apache v2,Android,,,,N-ary Storage Model (Row/Record),Not Supported,Not Supported,Not Supported,Hash Table,,Not Supported,Not Supported,Not Supported,,Not Supported,Not Supported,,,Copy-on-Write / Shadow Paging,,,,,,
pearldb,PearlDB,PearlDB is a lightweight durable HTTP key-value DBMS written in C.,Key/Value,HTTP / REST,,https://github.com/willemt/pearldb/,https://github.com/willemt/pearldb/,,,NZ,2015.0,,Open Source,C,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
pebble,Pebble,"Pebble is a key-value store written in Go and developed by Cockroach Labs. It is based on an unfinished,Go port of LevelDB,. Furthermore, additional features and optimizations are inspired by parts of,RocksDB,. Pebble is specifically created to suit the needs of,CockroachDB,- some features from RocksDB are modified, while others are completely left out. A few examples of modified features include using offsets instead of pointers in the skiplist, and changing the rate of flushes to match user writes.",Key/Value,Custom API,Embedded,https://github.com/petermattis/pebble,https://github.com/petermattis/pebble,https://github.com/petermattis/pebble/tree/master/docs,Cockroach Labs,US,2018.0,,Open Source,Go,Go,,BSD,,,,Disk-oriented,N-ary Storage Model (Row/Record),,Deterministic Concurrency Control,Not Supported,Log-Structured Merge Tree,Snapshot Isolation,Not Supported,Physiological Logging,,Tuple-at-a-Time Model,,,,,Log-structured,,,,,"LevelDB,RocksDB",
percona-server,Percona Server,Percona Server is a branch of MySQL enhanced with additional features.,Relational,SQL,Shared-Everything,http://www.percona.com/software/percona-server,https://github.com/percona/percona-server,,Percona,US,2006.0,,"Commercial,Open Source",,,,,,@Percona,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,Heaps,,,,,,
perst,Perst,"Perst is an open source, dual license, object-oriented embedded database system (ODBMS). It is available in one edition developed as an all-Java embedded database, and another implemented in C# (for Microsoft .NET Framework applications). Users can redistribute and/or modify Perst under the terms of the GNU General Public License version 3 (or earlier versions) as published by the Free Software Foundation. For projects that don’t fit under the GPL, a commercial license for Perst may be purchased.",Object-Oriented,,Embedded,http://www.mcobject.com/perst,https://www.mcobject.com/perst/,,Konstantin Knizhnik,RU,2003.0,,Open Source,Java,"C#,C++,Java",,"GPL v3,Proprietary","Android,Windows",@McObject,,,,,,,,,,,,,,,,,,,,,,,
phoenix,Phoenix,Phoenix is a middleware layer that provides support for SQL-based OLTP workloads on top of HBase.,Relational,SQL,Shared-Disk,https://phoenix.apache.org/,https://git-wip-us.apache.org/repos/asf?p=phoenix.git,https://phoenix.apache.org/Phoenix-in-15-minutes-or-less.html,Salesforce,US,2014.0,,Open Source,Java,,,Apache v2,,@ApachePhoenix,,,,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
photondb,PhotonDB,PhotonDB is an experimental key/value DBMS written in Rust.,Key/Value,,,https://photondb.io/,https://github.com/photondb/photondb,,Huachao Huang,CN,2022.0,,"Hobby,Open Source",Rust,Rust,,Apache v2,,@photondb,,,,,,,Bw-Tree,,,,,,,,,,,,,,,,
pickledb,pickleDB,pickleDB is a lightweight key-value DBMS written in Python. It writes data formatted as plain text JSON to a local file.,Document / XML,Custom API,Embedded,https://patx.github.io/pickledb/,https://github.com/patx/pickledb,https://pythonhosted.org/pickleDB/commands.html,Harrison Erd,US,2011.0,,"Hobby,Open Source",Python,Python,,BSD,,,,Disk-oriented,,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
picodb,PicoDB,"PicoDB is an in-memory, document-oriented (JSON) DBMS that runs in Node.js and browsers. It supports a custom API inspired by MongoDB.",Document / XML,,Embedded,https://github.com/jclo/picodb,https://github.com/jclo/picodb,,jclo,FR,2016.0,,Open Source,JavaScript,,,MIT,,,,In-Memory,,,,,Not Supported,,,,,,,,,,,,,,,,
picosql,picoSQL,"picoSQL is a disk-oriented, relational DBMS that supports SQL.",Relational,,Shared-Everything,http://www.picosoft.it/picosql/,http://www.picosoft.it/picosql/downloads.html,,picoSoft,IT,1995.0,,"Commercial,Open Source",,,,GPL v2,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
pika,Pika,Pika is a C++ clone of Redis that uses RocksDB as its storage backend.,Key/Value,,Shared-Everything,https://github.com/Qihoo360/pika,https://github.com/Qihoo360/pika,,Qihoo,CN,2014.0,,Open Source,C++,,,MIT,,,,,,,,,Hash Table,,,,,,,,,,,,,,,,
piladb,piladb,piladb is a lightweight RESTful database engine based on stack data structures.,Object-Oriented,,,https://www.piladb.org/,https://github.com/fern4lvarez/piladb,,Fernando Álvarez,ES,2015.0,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
pilosa,Pilosa,Pilosa is a distributed DBMS that only supports bitmap indexes.,Array / Matrix / Vector,,Shared-Everything,https://www.pilosa.com/,https://github.com/pilosa/pilosa,,Pilosa,US,2017.0,,"Commercial,Open Source",Go,,,Apache v2,,,,,,,,,BitMap,,,,,,,,,,,,,,,,
pincaster,Pincaster,Pincaster is an in-memory DBMS designed for geographic and document data.,Document / XML,,,https://github.com/jedisct1/Pincaster,https://github.com/jedisct1/Pincaster,,Frank Denis,FR,2010.0,,Open Source,C,,,MIT,,,,In-Memory,,,,,,,,,,,,,,,,Redis,,,,,
pinot,Pinot,"Pinot is an open-source distributed relational OLAP database management system written by LinkedIn. It is designed to support large-scale real-time analytics on various data sets. For use cases that are sensitive to data freshness, Pinot is able to directly ingest streaming data from Kafka. For applications that can tolerate a data time lag of few hours to a day, Pinot is able to load batch data from Hadoop / HDFS. It's also possible for Pinot to dynamically merge data streams that come from both offline and online. Pinot divides tables into segments, which are immutable sets of tuples. Tuples inside each segment are organized in columnar manner. Segments are basic units in Pinot. In server nodes, data from Kafka and Hadoop / HDFS are processed and cached as segments. They store metadata, indexes, and necessary zone maps for their tuples. Storage optimizations are applied inside each segment; Indexes are built for each segment. Query plans and optimizations are also generated and performed on a per-segment basis. An internal building block of Pinot is Apache Helix. It's used to manage the cluster such as replicas and redundant nodes. Pinot also relies on two external components, Zookeeper and object stores, to provide persistent storage for global metadata and database.",Relational,,Shared-Nothing,https://pinot.apache.org/,https://github.com/apache/pinot,,LinkedIn,US,2014.0,,Open Source,Java,,,Apache v2,,,,,,,,,"BitMap,Inverted Index (Full Text)",,,,,,,,,,,,,,,,
pinusdb,PinusDB,"PinusDB (""Pinecone Database"") is a time-series DBMS designed for IoT data sets.",Relational,,,http://www.pinusdb.cn/,https://github.com/pinusdb/pinusdb,,ChangSha JuSong Soft Inc.,CN,2019.0,,Open Source,C++,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
pipelinedb,PipelineDB,,Object-Relational,,,http://www.pipelinedb.com,https://github.com/pipelinedb/pipelinedb,,,US,,,"Commercial,Open Source",C,,,"BSD,GPL v3",,,,,,,,,,,,,,,,,,,,,,,,,
pocketsql,pocketSQL,,,,,http://www.sgpr.net/pocketsql/,,,Steve Grubb,US,2001.0,,Open Source,C,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
pogreb,Pogreb,Pogreb is an embedded key-value store written in Go and designed for read-heavy workloads.,Key/Value,,Embedded,https://github.com/akrylysov/pogreb,https://github.com/akrylysov/pogreb,,Artem Krylysov,US,2018.0,,Open Source,Go,,,Apache v2,,,,Disk-oriented,,,,,Hash Table,,,,,,,,,,,,,,,,
